location,year,category,rank,query
United States,2016,Men's Soccer Players,5,Paul Pogba
United States,2016,MLB Players,1,Kris Bryant
United States,2016,MLB Players,2,Anthony Rizzo
United States,2016,MLB Players,3,David Ross
United States,2016,MLB Players,4,Curt Schilling
United States,2016,MLB Players,5,Aroldis Chapman
United States,2016,MLB Teams,1,Chicago Cubs
United States,2016,MLB Teams,2,Cleveland Indians
United States,2016,MLB Teams,3,Boston Red Sox
United States,2016,MLB Teams,4,Los Angeles Dodgers
United States,2016,MLB Teams,5,San Francisco Giants
United States,2016,MLS Soccer Teams,1,Seattle Sounders FC
United States,2016,MLS Soccer Teams,2,Toronto FC
United States,2016,MLS Soccer Teams,3,Portland Timbers
United States,2016,MLS Soccer Teams,4,Sporting KC
United States,2016,MLS Soccer Teams,5,D.C. United
United States,2016,Movies,1,Suicide Squad
United States,2016,Movies,2,Batman v Superman
United States,2016,Movies,3,Finding Dory
United States,2016,Movies,4,The Revenant
United States,2016,Movies,5,Zootopia
United States,2016,Musicians,1,Beyoncé
United States,2016,Musicians,2,Céline Dion
United States,2016,Musicians,3,Kesha
United States,2016,Musicians,4,Kehlani
United States,2016,Musicians,5,Coldplay
United States,2016,Natural Events,1,Hurricane Matthew
United States,2016,Natural Events,2,Hurricane Hermine
United States,2016,Natural Events,3,Italy Earthquake
United States,2016,Natural Events,4,Great Barrier Reef
United States,2016,Natural Events,5,Japan Earthquake
United States,2016,NBA Players,1,Kevin Durant
United States,2016,NBA Players,2,Steven Adams
United States,2016,NBA Players,3,Draymond Green
United States,2016,NBA Players,4,Dwight Howard
United States,2016,NBA Players,5,Dwyane Wade
United States,2016,NBA Teams,1,Oklahoma City Thunder
United States,2016,NBA Teams,2,Golden State Warriors
United States,2016,NBA Teams,3,Cleveland Cavaliers
United States,2016,NBA Teams,4,Los Angeles Lakers
United States,2016,NBA Teams,5,Toronto Raptors
United States,2016,NFL Players,1,Cam Newton
United States,2016,NFL Players,2,Colin Kaepernick
United States,2016,NFL Players,3,Dak Prescott
United States,2016,NFL Players,4,Carson Wentz
United States,2016,NFL Players,5,Laremy Tunsil
United States,2016,NFL Teams,1,Carolina Panthers
United States,2016,NFL Teams,2,Los Angeles Rams
United States,2016,NFL Teams,3,Denver Broncos
United States,2016,NFL Teams,4,Minnesota Vikings
United States,2016,NFL Teams,5,Pittsburgh Steelers
United States,2016,NHL Players,1,Sidney Crosby
United States,2016,NHL Players,2,Jaromír Jágr
United States,2016,NHL Players,3,Steven Stamkos
United States,2016,NHL Players,4,Phil Kessel
United States,2016,NHL Players,5,Zdeno Chára
United States,2016,NHL Teams,1,Pittsburgh Penguins
United States,2016,NHL Teams,2,San Jose Sharks
United States,2016,NHL Teams,3,St. Louis Blues
United States,2016,NHL Teams,4,Dallas Stars
United States,2016,NHL Teams,5,Toronto Maple Leafs
United States,2016,Olympic Athletes,1,Michael Phelps
United States,2016,Olympic Athletes,2,Ryan Lochte
United States,2016,Olympic Athletes,3,Simone Biles
United States,2016,Olympic Athletes,4,Usain Bolt
United States,2016,Olympic Athletes,5,Aly Raisman
United States,2016,Olympic Events,1,Soccer
United States,2016,Olympic Events,2,Basketball
United States,2016,Olympic Events,3,Gymnastics
United States,2016,Olympic Events,4,Tennis
United States,2016,Olympic Events,5,Swimming
United States,2016,Olympic Moments,1,Olympics Opening Ceremony
United States,2016,Olympic Moments,2,Olympics Closing Ceremony
United States,2016,Olympic Moments,3,Tonga Flag Bearer
United States,2016,Olympic Moments,4,Olympic Bike Crash
United States,2016,Olympic Moments,5,Olympic Refugee Team
United States,2016,Oscar Red Carpet Dresses,1,Jennifer Garner
United States,2016,Oscar Red Carpet Dresses,2,Jennifer Lawrence
United States,2016,Oscar Red Carpet Dresses,3,Charlize Theron
United States,2016,Oscar Red Carpet Dresses,4,Rachel McAdams
United States,2016,Oscar Red Carpet Dresses,5,Brie Larson
United States,2016,Politicians,1,Donald Trump
United States,2016,Politicians,2,Hillary Clinton
United States,2016,Politicians,3,Bernie Sanders
United States,2016,Politicians,4,Ted Cruz
United States,2016,Politicians,5,Mike Pence
United States,2016,Recipes,1,Green Bean Casserole
United States,2016,Recipes,2,Brussel Sprouts
United States,2016,Recipes,3,Hashbrown Casserole
United States,2016,Recipes,4,Guacamole
United States,2016,Recipes,5,Chicken Marsala
United States,2016,Selfies,1,Kim Kardashian
United States,2016,Selfies,2,Sharon Osbourne
United States,2016,Selfies,3,Usher
United States,2016,Selfies,4,Sebastian Stan
United States,2016,Selfies,5,Donald Trump
United States,2016,Soccer Teams (all),1,Tottenham Hotspur F.C.
United States,2016,Soccer Teams (all),2,Liverpool F.C.
United States,2016,Soccer Teams (all),3,C.D. Guadalajara
United States,2016,Soccer Teams (all),4,Leicester City F.C.
United States,2016,Soccer Teams (all),5,Borussia Dortmund
United States,2016,Songs,1,Formation
United States,2016,Songs,2,Purple Rain
United States,2016,Songs,3,Black Beatles
United States,2016,Songs,4,Panda
United States,2016,Songs,5,One Dance
United States,2016,Sports Teams,1,Chicago Cubs
United States,2016,Sports Teams,2,Cleveland Indians
United States,2016,Sports Teams,3,Pittsburgh Penguins
United States,2016,Sports Teams,4,Oklahoma City Thunder
United States,2016,Sports Teams,5,Carolina Panthers
United States,2016,Travel Questions,1,Where is Bali?
United States,2016,Travel Questions,2,What to do in Vegas?
United States,2016,Travel Questions,3,What to do in San Francisco?
United States,2016,Travel Questions,4,Where is Corfu?
United States,2016,Travel Questions,5,What to do in Orlando?
United States,2016,TV Shows,1,Stranger Things
United States,2016,TV Shows,2,Making a Murderer
United States,2016,TV Shows,3,Fuller House
United States,2016,TV Shows,4,Westworld
United States,2016,TV Shows,5,The People v. O.J. Simpson: American Crime Story
United States,2016,Video Games,1,Slither.io
United States,2016,Video Games,2,Agar.io
United States,2016,Video Games,3,Overwatch
United States,2016,Video Games,4,Battlefield 1
United States,2016,Video Games,5,Warcraft
United States,2016,What is...,1,What is Pokémon Go?
United States,2016,What is...,2,What is a Caucus?
United States,2016,What is...,3,What is Brexit?
United States,2016,What is...,4,What are electoral votes?
United States,2016,What is...,5,What is the Electoral College?
United States,2016,WNBA Players,1,Elena Delle Donne
United States,2016,WNBA Players,2,Breanna Stewart
United States,2016,WNBA Players,3,Candace Parker
United States,2016,WNBA Players,4,Diana Taurasi
United States,2016,WNBA Players,5,Maya Moore
United States,2016,WNBA Teams,1,Minnesota Lynx
United States,2016,WNBA Teams,2,Seattle Storm
United States,2016,WNBA Teams,3,Los Angeles Sparks
United States,2016,WNBA Teams,4,Chicago Sky
United States,2016,WNBA Teams,5,New York Liberty
United States,2016,Women's Soccer Players,1,Hope Solo
United States,2016,Women's Soccer Players,2,Mallory Pugh
United States,2016,Women's Soccer Players,3,Crystal Dunn
United States,2016,Women's Soccer Players,4,Alexandra Long
United States,2016,Women's Soccer Players,5,Stephanie Labbé
United States,2016,Workouts and Exercises,1,Cize workout
United States,2016,Workouts and Exercises,2,Rotator cuff exercises
United States,2016,Workouts and Exercises,3,8 minute back workout
United States,2016,Workouts and Exercises,4,Steve Reeves workout
United States,2016,Workouts and Exercises,5,Triceps workout
United States,2017,Searches,1,Hurricane Irma
United States,2017,Searches,2,Matt Lauer
United States,2017,Searches,3,Tom Petty
United States,2017,Searches,4,Super Bowl
United States,2017,Searches,5,Las Vegas shooting
United States,2017,People,1,Matt Lauer
United States,2017,People,2,Meghan Markle
United States,2017,People,3,Harvey Weinstein
United States,2017,People,4,Michael Flynn
United States,2017,People,5,Kevin Spacey
United States,2017,News,1,Hurricane Irma
United States,2017,News,2,Las Vegas shooting
United States,2017,News,3,Solar Eclipse
United States,2017,News,4,Hurricane Harvey
United States,2017,News,5,Bitcoin Price
United States,2017,Activations (protests),1,NFL National Anthem protests
United States,2017,Activations (protests),2,Charlottesville protests
United States,2017,Activations (protests),3,Boston Free Speech rally
United States,2017,Activations (protests),4,UC Berkeley protests
United States,2017,Activations (protests),5,St. Louis protests
United States,2017,Actors,1,Meghan Markle
United States,2017,Actors,2,Kevin Spacey
United States,2017,Actors,3,Gal Gadot
United States,2017,Actors,4,Louis C.K
United States,2017,Actors,5,Meryl Streep
United States,2017,Athletes,1,Floyd Mayweather
United States,2017,Athletes,2,Gordon Hayward
United States,2017,Athletes,3,Aaron Boone
United States,2017,Athletes,4,Paul George
United States,2017,Athletes,5,Tony Romo
United States,2017,Calories,1,Unicorn Frappuccino calories
United States,2017,Calories,2,Grand Mac calories
United States,2017,Calories,3,Naked Chicken Chalupa calories
United States,2017,Calories,4,Mac Jr calories
United States,2017,Calories,5,Cascara Latte calories
United States,2017,Car Brands,1,Ford
United States,2017,Car Brands,2,Lexus
United States,2017,Car Brands,3,Kia
United States,2017,Car Brands,4,Toyota
United States,2017,Car Brands,5,Honda
United States,2017,Consumer Tech,1,iPhone 8
United States,2017,Consumer Tech,2,iPhone X
United States,2017,Consumer Tech,3,Nintendo Switch
United States,2017,Consumer Tech,4,Samsung Galaxy S8
United States,2017,Consumer Tech,5,Razer Phone
United States,2017,Dog Breeds,1,Golden Retriever
United States,2017,Dog Breeds,2,Poodle
United States,2017,Dog Breeds,3,Pembroke Welsh Corgi
United States,2017,Dog Breeds,4,French Bulldog
United States,2017,Dog Breeds,5,Australian Shepherd
United States,2017,How to...,1,How to make slime
United States,2017,How to...,2,How to make solar eclipse glasses
United States,2017,How to...,3,How to watch the solar eclipse
United States,2017,How to...,4,How to watch Mayweather vs McGregor
United States,2017,How to...,5,How to buy Bitcoin
United States,2017,Losses,1,Tom Petty
United States,2017,Losses,2,Aaron Hernandez
United States,2017,Losses,3,Chris Cornell
United States,2017,Losses,4,Bill Paxton
United States,2017,Losses,5,Hugh Hefner
United States,2017,Movies,1,IT
United States,2017,Movies,2,Beauty and the Beast
United States,2017,Movies,3,Wonder Woman
United States,2017,Movies,4,Get Out
United States,2017,Movies,5,Justice League
United States,2017,Musicians and Bands,1,Linkin Park
United States,2017,Musicians and Bands,2,Cardi B
United States,2017,Musicians and Bands,3,Lil Pump
United States,2017,Musicians and Bands,4,Joyner Lucas
United States,2017,Musicians and Bands,5,Jason Aldean
United States,2017,Professional Sports Teams,1,New York Yankees
United States,2017,Professional Sports Teams,2,Houston Astros
United States,2017,Professional Sports Teams,3,Boston Celtics
United States,2017,Professional Sports Teams,4,Los Angeles Dodgers
United States,2017,Professional Sports Teams,5,Atlanta Falcons
United States,2017,Recipes,1,Beef Stroganoff recipe
United States,2017,Recipes,2,Apple Crisps recipe
United States,2017,Recipes,3,Corn Casserole recipe
United States,2017,Recipes,4,Brine Turkey recipe
United States,2017,Recipes,5,Zucchini recipe
United States,2017,Selfies,1,Monkey selfie
United States,2017,Selfies,2,Al Sharpton selfie
United States,2017,Selfies,3,Nia Jax selfie
United States,2017,Selfies,4,Eclipse selfie
United States,2017,Selfies,5,Kaia Gerber selfie
United States,2017,Songs/Lyrics,1,Despacito
United States,2017,Songs/Lyrics,2,Humble.
United States,2017,Songs/Lyrics,3,Bad and Boujee
United States,2017,Songs/Lyrics,4,Look What You Made Me Do
United States,2017,Songs/Lyrics,5,Bodak Yellow
United States,2017,TV Shows,1,13 Reasons Why
United States,2017,TV Shows,2,Game of Thrones
United States,2017,TV Shows,3,This Is Us
United States,2017,TV Shows,4,Iron Fist
United States,2017,TV Shows,5,Riverdale
United States,2017,What is...,1,What is DACA?
United States,2017,What is...,2,What is Bitcoin?
United States,2017,What is...,3,What is a solar eclipse?
United States,2017,What is...,4,What is ANTIFA?
United States,2017,What is...,5,What is net neutrality?
United States,2017,Workouts and Exercises,1,Murph crossfit workout
United States,2017,Workouts and Exercises,2,Bungee workout
United States,2017,Workouts and Exercises,3,Tabata workout
United States,2017,Workouts and Exercises,4,TRX workout
United States,2017,Workouts and Exercises,5,Burpees exercise
United States,2017,¿Cómo...?,1,¿Cómo quedaron los grupos del mundial 2018?
United States,2017,¿Cómo...?,2,¿Cómo se forma un huracán?
United States,2017,¿Cómo...?,3,¿Cómo va el huracán Irma?
United States,2017,¿Cómo...?,4,¿Cómo ver el eclipse solar?
United States,2017,¿Cómo...?,5,¿Cómo murió Chalino Sánchez?
United States,2017,¿Dónde...?,1,¿Dónde está el huracán Irma?
United States,2017,¿Dónde...?,2,¿Dónde está mi reembolso IRS?
United States,2017,¿Dónde...?,3,¿Dónde está la falla de San Andrés?
United States,2017,¿Dónde...?,4,¿Dónde nació Golovkin?
United States,2017,¿Dónde...?,5,¿Dónde está Bárbara Bermudo?
United States,2017,Equipos de fútbol,1,Selección de fútbol de México
United States,2017,Equipos de fútbol,2,FC Barcelona
United States,2017,Equipos de fútbol,3,Real Madrid C.F.
United States,2017,Equipos de fútbol,4,C.F. Monterrey
United States,2017,Equipos de fútbol,5,Selección de fútbol de Honduras
United States,2017,Películas,1,Coco
United States,2017,Películas,2,No manches Frida
United States,2017,Películas,3,Rápidos y furiosos 8
United States,2017,Películas,4,Nosotros los Nobles
United States,2017,Películas,5,La cabaña
United States,2017,¿Qué es...?,1,¿Qué es el mecanismo de Anticitera?
United States,2017,¿Qué es...?,2,¿Qué es DACA?
United States,2017,¿Qué es...?,3,¿Qué es un eclipse solar?
United States,2017,¿Qué es...?,4,¿Qué es la falla de San Andrés?
United States,2017,¿Qué es...?,5,¿Qué es la enfermedad purpura?
United States,2017,Recetas,1,Capirotada
United States,2017,Recetas,2,Pavochón
United States,2017,Recetas,3,Michelada
United States,2017,Recetas,4,Picadillo
United States,2017,Recetas,5,Lomo saltado
United States,2018,Searches,1,World Cup
United States,2018,Searches,2,Hurricane Florence
United States,2018,Searches,3,Mac Miller
United States,2018,Searches,4,Kate Spade
United States,2018,Searches,5,Anthony Bourdain
United States,2018,News,1,World Cup
United States,2018,News,2,Hurricane Florence
United States,2018,News,3,Mega Millions
United States,2018,News,4,Election Results
United States,2018,News,5,Hurricane Michael
United States,2018,People,1,Demi Lovato
United States,2018,People,2,Meghan Markle
United States,2018,People,3,Brett Kavanaugh
United States,2018,People,4,Logan Paul
United States,2018,People,5,Khloé Kardashian
United States,2018,Actors,1,Logan Paul
United States,2018,Actors,2,Bill Cosby
United States,2018,Actors,3,Sylvester Stallone
United States,2018,Actors,4,Pete Davidson
United States,2018,Actors,5,Michael B. Jordan
United States,2018,Athletes,1,Tristan Thompson
United States,2018,Athletes,2,Shaun White
United States,2018,Athletes,3,Lindsey Vonn
United States,2018,Athletes,4,Le'Veon Bell
United States,2018,Athletes,5,Kawhi Leonard
United States,2018,Beauty Questions,1,How to apply magnetic lashes
United States,2018,Beauty Questions,2,What is a lash lift
United States,2018,Beauty Questions,3,How to remove individual eyelashes
United States,2018,Beauty Questions,4,What hair color looks best on me
United States,2018,Beauty Questions,5,How to do cat eye
United States,2018,Diet,1,Keto diet
United States,2018,Diet,2,Dubrow diet
United States,2018,Diet,3,Noom diet
United States,2018,Diet,4,Carnivore diet
United States,2018,Diet,5,Mediterranean diet
United States,2018,Fashion Brands,1,Fashion Nova
United States,2018,Fashion Brands,2,Louis Vuitton
United States,2018,Fashion Brands,3,Versace
United States,2018,Fashion Brands,4,Givenchy
United States,2018,Fashion Brands,5,Gucci
United States,2018,Fashion Searches,1,1980s fashion
United States,2018,Fashion Searches,2,Grunge style
United States,2018,Fashion Searches,3,1990s fashion
United States,2018,Fashion Searches,4,2000s fashion
United States,2018,Fashion Searches,5,Meghan Markle
United States,2018,Food,1,Unicorn cake
United States,2018,Food,2,Romaine lettuce
United States,2018,Food,3,CBD gummies
United States,2018,Food,4,Keto pancakes
United States,2018,Food,5,Keto cheesecake
United States,2018,GIFs,1,Fortnite GIF
United States,2018,GIFs,2,Default Dance GIF
United States,2018,GIFs,3,Dilly Dilly GIF
United States,2018,GIFs,4,Orange Justice GIF
United States,2018,GIFs,5,Black Panther GIF
United States,2018,How to,1,How to vote
United States,2018,How to,2,How to register to vote
United States,2018,How to,3,How to play Mega Millions
United States,2018,How to,4,How to buy Ripple
United States,2018,How to,5,How to turn off automatic updates
United States,2018,Loss,1,Mac Miller
United States,2018,Loss,2,Kate Spade
United States,2018,Loss,3,Anthony Bourdain
United States,2018,Loss,4,Stan Lee
United States,2018,Loss,5,Aretha Franklin
United States,2018,Movies,1,Black Panther
United States,2018,Movies,2,Incredibles 2
United States,2018,Movies,3,Deadpool 2
United States,2018,Movies,4,Avengers: Infinity War
United States,2018,Movies,5,A Quiet Place
United States,2018,Musicians and Bands,1,Demi Lovato
United States,2018,Musicians and Bands,2,Eminem
United States,2018,Musicians and Bands,3,Ariana Grande
United States,2018,Musicians and Bands,4,Rick Ross
United States,2018,Musicians and Bands,5,Cardi B
United States,2018,Politicians,1,Stacey Abrams
United States,2018,Politicians,2,Beto O'Rourke
United States,2018,Politicians,3,Ted Cruz
United States,2018,Politicians,4,Andrew Gillum
United States,2018,Politicians,5,Alexandria Ocasio-Cortez
United States,2018,Professional Sports Teams,1,Cleveland Cavaliers
United States,2018,Professional Sports Teams,2,Boston Red Sox
United States,2018,Professional Sports Teams,3,Philadelphia Eagles
United States,2018,Professional Sports Teams,4,New York Yankees
United States,2018,Professional Sports Teams,5,Los Angeles Dodgers
United States,2018,Songs,1,Bohemian Rhapsody
United States,2018,Songs,2,This Is America
United States,2018,Songs,3,Baby Shark
United States,2018,Songs,4,God's Plan
United States,2018,Songs,5,Killshot
United States,2018,TV Shows,1,Roseanne
United States,2018,TV Shows,2,Altered Carbon
United States,2018,TV Shows,3,The Haunting of Hill House
United States,2018,TV Shows,4,American Idol
United States,2018,TV Shows,5,Lost in Space
United States,2018,Weddings,1,Royal Wedding
United States,2018,Weddings,2,Priyanka Chopra Wedding
United States,2018,Weddings,3,Princess Eugenie Wedding
United States,2018,Weddings,4,Kat Von D Wedding
United States,2018,Weddings,5,Deepika Padukone Wedding
United States,2018,What is...?,1,What is Bitcoin
United States,2018,What is...?,2,What is racketeering
United States,2018,What is...?,3,What is DACA
United States,2018,What is...?,4,What is a government shutdown
United States,2018,What is...?,5,What is Good Friday
United States,2018,Where is...?,1,Where is Villanova University
United States,2018,Where is...?,2,Where is Croatia
United States,2018,Where is...?,3,Where is Parkland Florida
United States,2018,Where is...?,4,Where is Hurricane Florence
United States,2018,Where is...?,5,Where is Hurricane Michael
United States,2018,Who...?,1,Who won Mega Millions
United States,2018,Who...?,2,Who dies in Infinity War
United States,2018,Who...?,3,Who won McGregor vs Khabib
United States,2018,Who...?,4,Who won Logan or KSI
United States,2018,Who...?,5,Who killed XXXTentacion
United States,2018,World Cup Teams,1,Mexico National Football Team
United States,2018,World Cup Teams,2,Brazil National Football Team
United States,2018,World Cup Teams,3,Germany National Football Team
United States,2018,World Cup Teams,4,Argentina National Football Team
United States,2018,World Cup Teams,5,Croatia National Football Team
United States,2018,Cómo... ?,1,Cómo bajar la presion alta
United States,2018,Cómo... ?,2,Cómo decorar una sala
United States,2018,Cómo... ?,3,Cómo aprender ingles rapido
United States,2018,Cómo... ?,4,Cómo recuperar mi cuenta de Facebook
United States,2018,Cómo... ?,5,Cómo se si gane algo en Mega Millions
United States,2018,Dónde...?,1,Dónde votar
United States,2018,Dónde...?,2,Dónde sera el mundial 2022
United States,2018,Dónde...?,3,Dónde esta la leche
United States,2018,Dónde...?,4,Dónde esta mi reembolso irs
United States,2018,Dónde...?,5,Dónde esta mi telefono
United States,2018,Qué es...?,1,Qué es el movimiento naranja
United States,2018,Qué es...?,2,Qué els clenbuterol
United States,2018,Qué es...?,3,Qué es la cuaresma
United States,2018,Qué es...?,4,Qué es badabun
United States,2018,Qué es...?,5,Qué es heterosexual
United States,2018,Recetas,1,Capirotada receta
United States,2018,Recetas,2,Receta de chocoflan
United States,2018,Recetas,3,Chimichurri receta
United States,2018,Recetas,4,Coctel de camaron receta
United States,2018,Recetas,5,Lentejas receta
United States,2018,Canciones,1,Te Bote Remix
United States,2018,Canciones,2,Aerolinea Carrillo
United States,2018,Canciones,3,A Traves del Vaso
United States,2018,Canciones,4,Amor Foda
United States,2018,Canciones,5,Rolling One
United States,2018,Video Games,1,Fortnite
United States,2018,Video Games,2,Red Dead Redemption 2
United States,2018,Video Games,3,Fallout 76
United States,2018,Video Games,4,Far Cry 5
United States,2018,Video Games,5,God of War
United States,2019,Searches,1,Disney Plus
United States,2019,Searches,2,Cameron Boyce
United States,2019,Searches,3,Nipsey Hussle
United States,2019,Searches,4,Hurricane Dorian
United States,2019,Searches,5,Antonio Brown
United States,2019,News,1,Hurricane Dorian
United States,2019,News,2,Notre Dame Cathedral
United States,2019,News,3,Women's World Cup
United States,2019,News,4,Area 51 raid
United States,2019,News,5,Copa America
United States,2019,People,1,Antonio Brown
United States,2019,People,2,Jussie Smollett
United States,2019,People,3,James Charles
United States,2019,People,4,Kevin Hart
United States,2019,People,5,R. Kelly
United States,2019,Actors,1,Jussie Smollett
United States,2019,Actors,2,Kevin Hart
United States,2019,Actors,3,Lori Loughlin
United States,2019,Actors,4,Felicity Huffman
United States,2019,Actors,5,Keanu Reeves
United States,2019,Athletes,1,Antonio Brown
United States,2019,Athletes,2,Bryce Harper
United States,2019,Athletes,3,David Ortiz
United States,2019,Athletes,4,Andrew Luck
United States,2019,Athletes,5,Myles Garrett
United States,2019,Babies,1,Baby Yoda
United States,2019,Babies,2,Baby Shark
United States,2019,Babies,3,Royal baby
United States,2019,Babies,4,Kim Kardashian Kanye West baby
United States,2019,Babies,5,Cardi B baby
United States,2019,Diets,1,Intermittent fasting diet
United States,2019,Diets,2,Dr. Sebi diet
United States,2019,Diets,3,Noom diet
United States,2019,Diets,4,1200 calories diet
United States,2019,Diets,5,Golo diet
United States,2019,Fashion Style searches,1,Camp style
United States,2019,Fashion Style searches,2,Egirl style
United States,2019,Fashion Style searches,3,Eboy style
United States,2019,Fashion Style searches,4,Steampunk style
United States,2019,Fashion Style searches,5,Harajuku style
United States,2019,Home Style searches,1,Farmhouse style
United States,2019,Home Style searches,2,Colonial house style
United States,2019,Home Style searches,3,Cape Cod house style
United States,2019,Home Style searches,4,Spanish style house
United States,2019,Home Style searches,5,Art deco style
United States,2019,Movies,1,Avengers: Endgame
United States,2019,Movies,2,Captain Marvel
United States,2019,Movies,3,Joker
United States,2019,Movies,4,Toy Story 4
United States,2019,Movies,5,The Lion King
United States,2019,Musicians and Bands,1,R. Kelly
United States,2019,Musicians and Bands,2,21 Savage
United States,2019,Musicians and Bands,3,Billie Eilish
United States,2019,Musicians and Bands,4,Lil Nas X
United States,2019,Musicians and Bands,5,A$AP Rocky
United States,2019,Outfit ideas,1,EGirl outfit
United States,2019,Outfit ideas,2,Eboy outfit
United States,2019,Outfit ideas,3,Soft girl outfit
United States,2019,Outfit ideas,4,Biker shorts outfit
United States,2019,Outfit ideas,5,VSCO girl outfit
United States,2019,Passings,1,Cameron Boyce
United States,2019,Passings,2,Nipsey Hussle
United States,2019,Passings,3,Luke Perry
United States,2019,Passings,4,Jeffrey Epstein
United States,2019,Passings,5,Tyler Skaggs
United States,2019,People of the Red Carpet,1,Billy Porter
United States,2019,People of the Red Carpet,2,Cardi B
United States,2019,People of the Red Carpet,3,Lady Gaga
United States,2019,People of the Red Carpet,4,Amy Schumer husband
United States,2019,People of the Red Carpet,5,Jenny McCarthy
United States,2019,Professional Sports Scores,1,Washington Nationals
United States,2019,Professional Sports Scores,2,Boston Bruins
United States,2019,Professional Sports Scores,3,St. Louis Cardinals
United States,2019,Professional Sports Scores,4,Dallas Cowboys
United States,2019,Professional Sports Scores,5,St. Louis Blues
United States,2019,Recipes,1,Shepherd's pie
United States,2019,Recipes,2,Chicken parmigiana
United States,2019,Recipes,3,Ham glaze
United States,2019,Recipes,4,Charoset
United States,2019,Recipes,5,Snickerdoodle cookies
United States,2019,Songs,1,Old Town Road
United States,2019,Songs,2,7 Rings
United States,2019,Songs,3,Shallow
United States,2019,Songs,4,Sunflower
United States,2019,Songs,5,Truth Hurts
United States,2019,Trip to...,1,Maldives
United States,2019,Trip to...,2,Japan
United States,2019,Trip to...,3,Bora Bora
United States,2019,Trip to...,4,Las Vegas
United States,2019,Trip to...,5,Mexico
United States,2019,TV Shows,1,Game of Thrones
United States,2019,TV Shows,2,Stranger Things
United States,2019,TV Shows,3,When They See Us
United States,2019,TV Shows,4,Chernobyl
United States,2019,TV Shows,5,The Mandalorian
United States,2019,Weddings,1,Miranda Lambert
United States,2019,Weddings,2,Jennifer Lawrence
United States,2019,Weddings,3,Justin Bieber
United States,2019,Weddings,4,Miley Cyrus
United States,2019,Weddings,5,Chiquis Rivera
United States,2019,What is...?,1,What is Area 51
United States,2019,What is...?,2,What is a VSCO girl
United States,2019,What is...?,3,What is momo
United States,2019,What is...?,4,What is a boomer
United States,2019,What is...?,5,What is quid pro quo
United States,2019,Where is...?,1,Where is Sri Lanka
United States,2019,Where is...?,2,Where is the Super Bowl this year
United States,2019,Where is...?,3,Where is Area 51
United States,2019,Where is...?,4,Where is 21 Savage from
United States,2019,Where is...?,5,Where is the hurricane now
United States,2019,Como...,1,Cómo aprender ingles rapido
United States,2019,Como...,2,Cómo bajar la presión alta
United States,2019,Como...,3,Cómo desbloquear un teléfono
United States,2019,Como...,4,Cómo bajar el colesterol
United States,2019,Como...,5,Cómo está el dólar hoy en México
United States,2019,Donde...,1,Dónde está el huracán Dorian
United States,2019,Donde...,2,Dónde voto
United States,2019,Donde...,3,Dónde está mi reembolso del estado
United States,2019,Donde...,4,Dónde está Martinica
United States,2019,Donde...,5,Dónde se juega la Copa Oro
United States,2019,Peliculas,1,Roma
United States,2019,Peliculas,2,The Curse of La Llorona
United States,2019,Peliculas,3,Qué León
United States,2019,Peliculas,4,Todas Caen
United States,2019,Peliculas,5,Solteras
United States,2019,Que es...,1,Qué es poligamia
United States,2019,Que es...,2,Qué es meningitis
United States,2019,Que es...,3,Qué es cadena perpetua
United States,2019,Que es...,4,Qué es pansexual
United States,2019,Que es...,5,Qué es el area 51
United States,2019,Recetas,1,Capirotada
United States,2019,Recetas,2,Coctél de camarón
United States,2019,Recetas,3,Fresas con crema
United States,2019,Recetas,4,Flan
United States,2019,Recetas,5,Albóndigas
United States,2020,Searches,1,Election results
United States,2020,Searches,2,Coronavirus
United States,2020,Searches,3,Kobe Bryant
United States,2020,Searches,4,Coronavirus update
United States,2020,Searches,5,Coronavirus symptoms
United States,2020,News,1,Election results
United States,2020,News,2,Coronavirus
United States,2020,News,3,Stimulus checks
United States,2020,News,4,Unemployment
United States,2020,News,5,Iran
United States,2020,People,1,Joe Biden
United States,2020,People,2,Kim Jong Un
United States,2020,People,3,Kamala Harris
United States,2020,People,4,Jacob Blake
United States,2020,People,5,Ryan Newman
United States,2020,Actors,1,Tom Hanks
United States,2020,Actors,2,Chris D'Elia
United States,2020,Actors,3,Jada Pinkett Smith
United States,2020,Actors,4,Timothée Chalamet
United States,2020,Actors,5,Ricky Gervais
United States,2020,Athletes,1,Ryan Newman
United States,2020,Athletes,2,Tom Brady
United States,2020,Athletes,3,Bubba Wallace
United States,2020,Athletes,4,Mike Tyson
United States,2020,Athletes,5,Rudy Gobert
United States,2020,Babies,1,Elon Musk baby
United States,2020,Babies,2,Baby platypus
United States,2020,Babies,3,Ice Age baby
United States,2020,Babies,4,Anderson Cooper baby
United States,2020,Babies,5,Baby Nut
United States,2020,Beauty how to's,1,How to cut men's hair at home
United States,2020,Beauty how to's,2,How to plop hair
United States,2020,Beauty how to's,3,How to color your hair at home
United States,2020,Beauty how to's,4,How to wash your hands
United States,2020,Beauty how to's,5,How to style curtain bangs
United States,2020,Definitions,1,WAP
United States,2020,Definitions,2,Entanglement
United States,2020,Definitions,3,Antebellum
United States,2020,Definitions,4,Pandemic
United States,2020,Definitions,5,Asymptomatic
United States,2020,Games,1,Among Us
United States,2020,Games,2,Fall Guys: Ultimate Knockout
United States,2020,Games,3,Valorant
United States,2020,Games,4,Genshin Impact
